,,Course Title,Term,"Deeper
 under- standing
 of the subject
 matter.","Interest in the
 subject matter
 was stimulated.","Effective use of
 instructional
 technology.",Activities in course supported my learning.,Effort needed to succeed is reasonable.,"Grading
 standards
 were clear.","I would
 recommend
 this course.",# Resp
MBA,6141,Managerial Economics,Fall 2023,5.27,4.92,5.31,5.22,4.80,5.30,5.11,103
MBA,6141,Managerial Economics,Spr 2024,5.09,4.42,5.21,5.22,5.13,5.42,4.85,33
MBA,6141,Managerial Economics,Fall 2024,4.96,4.56,5.01,4.99,4.30,4.89,4.57,86
MBA,6141,Managerial Economics,Spr 2025,4.85,4.68,4.81,4.81,4.69,5.19,4.38,26
MBA,6210,Mktg Management,Fall 2020,5.10,4.75,4.99,4.88,4.65,4.54,4.93,82
MBA,6210,Mktg Management,Spr 2021,5.03,4.61,4.75,4.70,4.61,4.48,4.73,33
MBA,6210,Mktg Management,Sum 2021,4.50,4.09,4.14,4.00,4.64,3.82,3.91,22
MBA,6210,Mktg Management,Fall 2021,5.00,4.78,5.01,4.82,4.65,4.48,4.95,93
MBA,6210,Mktg Management,Spr 2022,5.13,4.97,4.95,4.87,4.85,5.28,4.97,39
MBA,6210,Mktg Management,Fall 2022,3.92,3.96,4.74,4.20,4.68,4.55,3.78,91
MBA,6210,Mktg Management,Spr 2023,5.47,5.32,5.53,5.48,5.55,5.34,5.47,59
MBA,6210,Mktg Management,Sum 2023,5.42,5.14,5.53,5.36,5.58,5.17,5.41,59
MBA,6210,Mktg Management,Fall 2023,5.08,4.95,5.09,5.20,5.04,4.92,5.06,99
MBA,6210,Mktg Management,Spr 2024,5.29,5.11,5.32,5.27,5.33,5.11,5.18,84
MBA,6210,Mktg Management,Sum 2024,5.35,5.08,5.35,5.38,5.40,5.31,5.38,52
MBA,6210,Mktg Management,Fall 2024,4.86,4.69,5.24,5.14,5.27,4.95,4.90,59
MBA,6210,Mktg Management,Spr 2025,5.54,5.43,5.66,5.46,5.53,5.42,5.59,68
MBA,6220,Supply Chain & Operations,Fall 2020,5.44,5.05,5.39,5.35,5.42,5.13,5.36,104
MBA,6220,Supply Chain & Operations,Spr 2021,4.58,4.05,4.49,4.34,4.29,4.54,4.00,41
MBA,6220,Supply Chain & Operations,Sum 2021,5.20,4.68,5.23,5.26,4.58,4.32,4.84,31
MBA,6220,Supply Chain & Operations,Fall 2021,5.25,4.95,5.12,5.26,5.30,5.11,5.12,110
MBA,6220,Supply Chain & Operations,Spr 2022,5.35,5.16,5.22,5.18,5.17,4.97,5.11,65
MBA,6220,Supply Chain & Operations,Fall 2022,5.71,5.46,5.79,5.73,5.64,5.78,5.68,107
MBA,6220,Supply Chain & Operations,Spr 2023,5.18,5.02,5.25,5.09,5.05,5.34,5.23,45
MBA,6220,Supply Chain & Operations,Sum 2023,5.22,5.22,5.56,5.44,4.78,4.89,5.56,9
MBA,6220,Supply Chain & Operations,Fall 2023,5.74,5.60,5.69,5.74,5.72,5.65,5.66,81
MBA,6220,Supply Chain & Operations,Spr 2024,5.68,5.39,5.63,5.58,5.53,5.55,5.61,38
MBA,6220,Supply Chain & Operations,Sum 2024,5.60,5.70,5.20,5.50,5.40,5.30,5.80,10
MBA,6220,Supply Chain & Operations,Fall 2024,5.29,5.01,5.28,5.31,5.41,5.13,5.18,90
MBA,6220,Supply Chain & Operations,Spr 2025,5.03,4.89,5.06,5.06,5.31,5.14,4.94,35
MBA,6230,Financial Management,Fall 2020,5.25,4.89,4.86,4.94,4.46,4.90,4.69,96
MBA,6230,Financial Management,Spr 2021,5.48,5.15,5.52,5.42,4.66,5.30,5.27,67
MBA,6230,Financial Management,Sum 2021,5.13,4.52,5.30,4.91,3.78,4.70,4.82,23
MBA,6230,Financial Management,Fall 2021,4.91,4.53,5.04,4.83,4.22,4.97,4.63,94
MBA,6230,Financial Management,Spr 2022,5.53,5.06,5.64,5.50,4.47,5.28,5.34,36
MBA,6230,Financial Management,Sum 2022,5.07,4.33,4.96,4.93,3.15,5.00,4.12,27
MBA,6230,Financial Management,Fall 2022,5.50,5.15,5.05,5.50,4.98,5.40,5.27,60
MBA,6230,Financial Management,Spr 2023,5.02,4.49,4.95,4.88,4.24,5.00,4.61,42
MBA,6230,Financial Management,Sum 2023,5.28,4.66,5.13,5.03,4.13,5.03,4.59,32
MBA,6230,Financial Management,Fall 2023,5.46,5.25,5.69,5.60,5.06,5.53,5.48,68
MBA,6230,Financial Management,Spr 2024,5.58,5.12,5.69,5.65,4.81,5.65,5.08,26
MBA,6230,Financial Management,Sum 2024,5.14,4.33,5.36,5.23,4.38,5.41,4.64,22
MBA,6230,Financial Management,Fall 2024,5.22,5.06,5.40,5.18,4.45,5.36,5.06,88
MBA,6230,Financial Management,Spr 2025,5.60,5.53,5.64,5.68,5.51,5.56,5.53,45
MBA,6235,Managerial Accounting,Spr 2021,5.22,5.22,5.33,5.67,5.56,5.44,5.78,9
MBA,6235,Managerial Accounting,Spr 2022,5.85,5.46,5.69,5.62,5.69,5.62,5.77,13
MBA,6235,Managerial Accounting,Spr 2023,5.69,5.23,5.77,5.85,5.54,5.62,5.77,13
MBA,6235,Managerial Accounting,Spr 2024,5.75,5.58,5.67,5.67,5.92,5.75,5.83,12
MBA,6235,Managerial Accounting,Spr 2025,5.75,5.33,5.75,5.83,5.92,5.83,5.83,12
MBA,6241,Comp Data-Driven Digital Age,Fall 2020,4.94,4.75,5.25,4.94,5.00,4.75,4.81,16
MBA,6241,Comp Data-Driven Digital Age,Spr 2021,4.13,3.91,4.57,3.96,4.62,4.54,3.78,47
MBA,6241,Comp Data-Driven Digital Age,Fall 2021,4.61,4.63,4.42,4.47,4.47,3.58,4.26,19
MBA,6241,Comp Data-Driven Digital Age,Spr 2022,4.33,4.16,4.77,4.59,4.85,4.33,3.97,80
MBA,6241,Comp Data-Driven Digital Age,Fall 2022,5.25,5.16,5.05,5.30,5.30,4.15,4.68,20
MBA,6241,Comp Data-Driven Digital Age,Spr 2023,4.62,4.38,5.05,4.95,4.68,4.38,4.31,38
MBA,6241,Comp Data-Driven Digital Age,Fall 2023,5.06,5.06,4.82,5.00,4.94,4.82,4.88,17
MBA,6241,Comp Data-Driven Digital Age,Spr 2024,4.75,4.77,5.19,5.13,5.49,5.02,5.06,53
MBA,6241,Comp Data-Driven Digital Age,Fall 2024,4.74,4.65,4.91,4.52,4.85,4.03,4.47,34
MBA,6241,Comp Data-Driven Digital Age,Spr 2025,3.54,3.41,4.04,3.76,4.80,3.89,3.22,46
MBA,6301,Strategic Mgmt,Fall 2020,5.61,5.63,5.50,5.53,5.28,5.10,5.65,117
MBA,6301,Strategic Mgmt,Spr 2021,5.36,5.15,5.05,5.14,4.90,4.76,4.98,59
MBA,6301,Strategic Mgmt,Fall 2021,5.16,5.02,5.05,4.84,4.28,4.25,4.86,160
MBA,6301,Strategic Mgmt,Spr 2022,5.54,5.38,5.22,5.48,5.29,5.18,5.49,57
MBA,6301,Strategic Mgmt,Fall 2022,5.61,5.52,5.41,5.40,5.35,5.05,5.49,127
MBA,6301,Strategic Mgmt,Spr 2023,5.46,5.31,5.10,5.53,5.43,5.12,5.49,59
MBA,6301,Strategic Mgmt,Fall 2023,5.54,5.43,5.32,5.42,5.34,5.03,5.40,118
MBA,6301,Strategic Mgmt,Spr 2024,5.48,5.32,5.39,5.21,5.38,4.88,5.33,33
MBA,6301,Strategic Mgmt,Sum 2024,5.89,5.82,5.75,5.71,5.71,5.50,5.82,28
MBA,6301,Strategic Mgmt,Fall 2024,5.41,5.35,5.31,5.31,4.99,4.47,5.27,97
MBA,6301,Strategic Mgmt,Spr 2025,5.58,5.48,5.40,5.39,5.44,4.83,5.46,46
MBA,6315,Business Ethics,Fall 2020,5.63,5.32,5.35,5.29,4.71,5.00,5.32,31
MBA,6315,Business Ethics,Spr 2021,5.03,4.73,4.99,4.78,4.88,4.43,4.65,80
MBA,6315,Business Ethics,Sum 2021,5.04,4.79,4.93,4.86,4.54,3.43,4.54,28
MBA,6315,Business Ethics,Fall 2021,4.87,4.43,4.91,4.65,4.81,4.81,4.56,54
MBA,6315,Business Ethics,Spr 2022,5.18,4.93,4.98,5.11,5.33,5.11,4.88,45
MBA,6315,Business Ethics,Fall 2022,5.14,4.88,4.94,5.00,4.92,5.14,4.88,50
MBA,6315,Business Ethics,Spr 2023,5.17,4.73,5.13,5.03,4.76,4.72,4.83,65
MBA,6315,Business Ethics,Sum 2023,4.98,4.53,4.73,4.73,4.58,4.56,4.64,45
MBA,6315,Business Ethics,Fall 2023,5.54,5.29,5.43,5.30,5.13,4.84,5.39,46
MBA,6315,Business Ethics,Spr 2024,5.11,5.11,5.44,5.08,5.21,4.68,5.00,38
MBA,6315,Business Ethics,Sum 2024,5.44,5.06,5.31,5.22,5.38,5.28,5.25,32
MBA,6315,Business Ethics,Fall 2024,5.50,5.22,5.06,5.22,4.69,4.81,5.16,32
MBA,6315,Business Ethics,Spr 2025,5.50,5.64,5.71,5.71,5.64,5.71,5.77,14
MBA,6403,Energy Industry,Fall 2020,5.50,5.50,5.50,5.00,5.50,5.50,5.50,2
MBA,6403,Energy Industry,Fall 2021,5.33,5.33,5.00,4.80,4.83,5.17,4.33,6
MBA,6501,Carlson Funds Enter: Growth,Spr 2021,5.36,5.36,5.18,5.00,5.00,5.18,5.00,11
MBA,6501,Carlson Funds Enter: Growth,Spr 2022,5.17,5.40,5.00,4.83,4.33,4.17,4.50,6
MBA,6501,Carlson Funds Enter: Growth,Fall 2022,6.00,6.00,6.00,6.00,5.67,6.00,6.00,3
MBA,6501,Carlson Funds Enter: Growth,Spr 2023,5.50,5.50,5.67,5.33,5.67,5.33,5.50,6
MBA,6501,Carlson Funds Enter: Growth,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MBA,6501,Carlson Funds Enter: Growth,Spr 2024,5.33,4.67,5.67,4.33,5.00,4.33,4.33,3
MBA,6501,Carlson Funds Enter: Growth,Fall 2024,5.83,5.00,5.83,5.17,4.83,5.00,5.33,6
MBA,6501,Carlson Funds Enter: Growth,Spr 2025,5.78,5.67,5.44,5.56,5.78,5.00,5.89,9
MBA,6502,Carlson Funds Enter: Fixed Inc,Fall 2020,5.00,5.00,6.00,5.00,5.00,5.00,5.00,1
MBA,6502,Carlson Funds Enter: Fixed Inc,Spr 2021,5.50,5.50,5.75,5.50,5.50,5.50,6.00,4
MBA,6502,Carlson Funds Enter: Fixed Inc,Spr 2022,5.67,5.67,6.00,5.83,5.50,5.17,5.67,6
MBA,6502,Carlson Funds Enter: Fixed Inc,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MBA,6502,Carlson Funds Enter: Fixed Inc,Spr 2023,5.33,5.00,5.67,5.50,5.50,5.00,5.00,6
MBA,6502,Carlson Funds Enter: Fixed Inc,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MBA,6502,Carlson Funds Enter: Fixed Inc,Spr 2024,5.75,6.00,5.75,6.00,5.50,5.25,6.00,4
MBA,6502,Carlson Funds Enter: Fixed Inc,Fall 2024,5.67,6.00,6.00,6.00,5.67,6.00,6.00,3
MBA,6502,Carlson Funds Enter: Fixed Inc,Spr 2025,6.00,6.00,5.89,5.78,5.89,6.00,5.89,9
MBA,6503,Carlson Ventures Enterprise,Fall 2020,5.75,5.50,5.25,5.50,6.00,5.50,6.00,4
MBA,6503,Carlson Ventures Enterprise,Spr 2021,5.60,5.60,5.50,5.70,5.80,5.40,5.90,10
MBA,6503,Carlson Ventures Enterprise,Fall 2021,4.29,4.57,3.57,4.14,5.00,4.14,4.29,7
MBA,6503,Carlson Ventures Enterprise,Spr 2022,5.75,5.63,5.38,5.75,5.50,5.63,5.75,8
MBA,6503,Carlson Ventures Enterprise,Fall 2022,5.50,5.25,5.67,5.50,5.75,5.75,5.75,4
MBA,6503,Carlson Ventures Enterprise,Spr 2023,5.29,5.00,5.33,5.29,5.71,5.71,5.43,7
MBA,6503,Carlson Ventures Enterprise,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,4
MBA,6503,Carlson Ventures Enterprise,Spr 2024,5.50,5.50,5.25,5.50,5.50,5.50,5.50,4
MBA,6503,Carlson Ventures Enterprise,Fall 2024,6.00,6.00,6.00,6.00,6.00,5.50,6.00,4
MBA,6503,Carlson Ventures Enterprise,Spr 2025,5.90,5.90,5.50,5.80,5.80,5.80,5.90,10
MBA,6504,Carlson Consulting Enterprise,Fall 2021,5.73,5.58,5.80,5.83,5.67,5.36,5.75,12
MBA,6504,Carlson Consulting Enterprise,Spr 2022,5.37,5.42,4.84,5.17,4.67,4.24,5.11,19
MBA,6504,Carlson Consulting Enterprise,Fall 2022,5.71,5.50,5.75,5.43,5.21,4.92,5.64,14
MBA,6504,Carlson Consulting Enterprise,Fall 2023,5.25,5.17,5.45,5.36,5.00,4.67,5.33,12
MBA,6504,Carlson Consulting Enterprise,Spr 2024,4.95,4.62,5.15,4.76,3.86,4.60,4.60,21
MBA,6504,Carlson Consulting Enterprise,Fall 2024,4.75,4.08,4.30,4.42,3.42,3.92,4.17,12
MBA,6504,Carlson Consulting Enterprise,Spr 2025,5.69,5.56,5.63,5.69,5.00,5.60,5.69,16
MBA,6505,Carlson Brand Enterprise,Fall 2020,5.17,5.00,4.55,5.33,5.00,4.75,4.92,12
MBA,6505,Carlson Brand Enterprise,Fall 2021,5.33,5.00,4.83,5.17,5.17,5.33,4.80,6
MBA,6505,Carlson Brand Enterprise,Spr 2022,4.25,4.33,4.25,4.22,4.11,4.50,4.56,9
MBA,6505,Carlson Brand Enterprise,Fall 2022,5.00,4.89,4.44,4.78,5.00,4.67,5.11,9
MBA,6505,Carlson Brand Enterprise,Spr 2023,4.88,4.71,4.63,4.75,4.25,3.71,4.88,8
MBA,6505,Carlson Brand Enterprise,Fall 2023,3.44,3.78,3.50,3.75,3.75,2.88,3.11,9
MBA,6505,Carlson Brand Enterprise,Spr 2024,5.23,4.85,4.46,4.38,4.62,4.18,4.85,13
MBA,6505,Carlson Brand Enterprise,Fall 2024,5.13,4.63,4.63,4.88,3.88,4.38,4.63,8
MBA,6505,Carlson Brand Enterprise,Spr 2025,5.29,4.71,4.57,5.33,5.00,5.00,4.86,7
MBS,6001,Intro to Research Bio Sciences,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MBS,6002,Final Project Plan B MBS Stdnt,Sum 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MBS,6002,Final Project Plan B MBS Stdnt,Spr 2022,6.00,6.00,,6.00,4.00,6.00,6.00,2
MBS,6003,Capstone Plan C MBS Students,Sum 2022,,,6.00,6.00,6.00,6.00,6.00,1
MBS,6003,Capstone Plan C MBS Students,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MBS,6101,Scientific Literature Workshop,Fall 2022,5.67,5.33,5.67,5.67,5.67,5.67,5.67,3
MBS,6101,Scientific Literature Workshop,Fall 2023,6.00,6.00,5.00,5.00,6.00,6.00,6.00,1
MBS,6110,Graduate Seminar Series,Spr 2024,5.00,5.00,6.00,6.00,6.00,6.00,6.00,1
MBS,8001,Intro to Research Bio Sciences,Fall 2023,6.00,6.00,6.00,6.00,5.00,6.00,6.00,1
MBT,5200,Tax Acct Methods I,Spr 2021,5.63,5.42,5.58,5.74,5.47,5.47,5.47,19
MBT,5200,Tax Acct Methods I,Spr 2022,5.77,5.54,5.64,5.71,5.59,5.69,5.77,39
MBT,5200,Tax Acct Methods I,Spr 2023,5.75,5.56,5.63,5.88,5.44,5.50,5.81,16
MBT,5200,Tax Acct Methods I,Spr 2025,5.43,5.14,5.71,5.71,5.43,5.43,5.71,7
MBT,5201,Tax Acct Methods II,Spr 2021,6.00,5.90,5.80,6.00,5.90,5.80,5.90,10
MBT,5201,Tax Acct Methods II,Spr 2022,5.83,5.55,5.83,5.83,5.78,5.87,5.83,23
MBT,5201,Tax Acct Methods II,Spr 2023,5.86,5.57,5.86,5.86,5.71,5.86,6.00,7
MBT,5220,Tax Research Comm Practice,Fall 2020,5.80,5.55,5.82,5.80,5.55,5.45,5.82,11
MBT,5220,Tax Research Comm Practice,Fall 2021,5.50,5.06,5.24,5.35,5.00,5.35,5.18,17
MBT,5220,Tax Research Comm Practice,Fall 2022,5.75,5.75,5.75,5.75,4.38,5.25,5.38,8
MBT,5220,Tax Research Comm Practice,Fall 2023,5.89,6.00,6.00,5.89,5.33,5.78,5.89,9
MBT,5220,Tax Research Comm Practice,Fall 2024,6.00,5.75,5.75,5.75,4.88,5.63,5.88,8
MBT,5226,Negotiation techniques in tax,Spr 2022,5.89,5.89,5.50,5.89,6.00,5.67,5.78,9
MBT,5230,Corporate Taxation I,Fall 2020,3.50,3.50,5.00,3.00,4.50,4.50,3.50,2
MBT,5230,Corporate Taxation I,Fall 2021,5.71,5.86,5.86,5.43,5.71,5.57,5.71,7
MBT,5230,Corporate Taxation I,Fall 2022,5.75,5.50,5.88,5.88,5.75,5.43,5.75,8
MBT,5230,Corporate Taxation I,Fall 2023,5.56,5.33,5.22,5.44,5.67,5.89,5.56,9
MBT,5230,Corporate Taxation I,Fall 2024,5.60,5.40,6.00,5.60,5.80,5.60,5.60,5
MBT,5323,Mergers and Acquisitions I,Fall 2020,6.00,5.86,5.86,6.00,5.86,5.57,5.86,7
MBT,5323,Mergers and Acquisitions I,Fall 2021,6.00,6.00,6.00,5.75,6.00,6.00,6.00,4
MBT,5323,Mergers and Acquisitions I,Fall 2022,5.17,4.50,5.67,5.17,4.50,4.67,4.40,6
MBT,5323,Mergers and Acquisitions I,Fall 2023,5.67,5.00,5.33,5.67,5.67,5.67,5.33,4
MBT,5323,Mergers and Acquisitions I,Fall 2024,5.67,5.67,6.00,5.67,5.33,5.33,5.33,4
MBT,5333,Tax Aspects Consolidated Rtrns,Sum 2021,4.50,4.63,4.88,4.88,5.25,5.38,4.75,8
MBT,5333,Tax Aspects Consolidated Rtrns,Sum 2023,5.00,5.00,5.00,5.00,6.00,6.00,5.00,1
MBT,5340,Taxation of Partnerships,Fall 2020,5.50,4.75,5.00,5.00,5.25,5.25,4.75,4
MBT,5340,Taxation of Partnerships,Fall 2021,5.71,5.29,5.14,5.71,5.71,5.71,5.71,7
MBT,5340,Taxation of Partnerships,Fall 2022,5.56,5.33,4.89,5.33,5.11,5.22,5.33,10
MBT,5340,Taxation of Partnerships,Fall 2023,5.50,5.00,5.50,5.50,5.50,5.50,5.50,2
MBT,5340,Taxation of Partnerships,Fall 2024,5.67,5.33,5.67,4.33,4.67,4.67,5.67,3
MBT,5346,ASC740 Computations & Analysis,Spr 2021,5.50,4.71,4.86,5.25,5.25,5.38,4.57,8
MBT,5346,ASC740 Computations & Analysis,Fall 2021,5.00,4.67,4.67,5.00,5.00,4.50,4.67,6
MBT,5346,ASC740 Computations & Analysis,Fall 2022,5.00,5.00,4.80,5.00,3.80,4.60,4.40,5
MBT,5346,ASC740 Computations & Analysis,Fall 2023,5.17,5.00,5.00,4.83,4.67,4.50,4.00,6
MBT,5346,ASC740 Computations & Analysis,Fall 2024,2.00,4.00,2.00,2.00,2.00,3.00,4.00,1
MBT,5347,Tax Tech & Analytics Fndmntls,Spr 2021,4.00,3.40,4.00,3.20,3.40,3.40,3.00,5
MBT,5347,Tax Tech & Analytics Fndmntls,Spr 2022,5.33,5.33,5.17,5.17,5.00,5.17,5.17,6
MBT,5347,Tax Tech & Analytics Fndmntls,Spr 2023,4.20,4.00,4.80,4.00,3.40,3.60,4.00,5
MBT,5348,Advanced ASC 740 Concepts,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MBT,5353,Income Taxation of Fiduciaries,Sum 2021,5.83,5.67,5.83,5.83,5.67,5.50,5.67,6
MBT,5353,Income Taxation of Fiduciaries,Sum 2023,5.60,5.00,5.60,5.60,5.20,5.40,5.40,5
MBT,5360,"State,Local Tax",Spr 2021,6.00,5.67,5.60,5.50,5.67,5.67,6.00,6
MBT,5360,"State,Local Tax",Fall 2021,4.89,4.56,5.00,4.78,4.22,4.33,4.56,9
MBT,5360,"State,Local Tax",Spr 2023,5.22,4.88,5.33,5.14,5.56,5.33,5.22,9
MBT,5360,"State,Local Tax",Spr 2025,5.67,5.33,5.33,5.67,5.67,5.33,5.33,3
MBT,5363,Compensation and Benefits,Fall 2021,5.29,4.57,4.43,4.71,4.86,5.00,4.29,7
MBT,5370,Tax of Property Transactions,Fall 2020,5.25,5.50,5.50,5.25,5.25,5.50,5.50,4
MBT,5370,Tax of Property Transactions,Fall 2021,5.09,4.91,4.82,5.09,5.27,5.00,5.00,11
MBT,5370,Tax of Property Transactions,Fall 2022,4.17,4.00,4.17,4.40,4.83,4.83,4.00,6
MBT,5370,Tax of Property Transactions,Fall 2023,5.50,5.30,5.50,5.10,5.40,5.60,5.40,10
MBT,5370,Tax of Property Transactions,Fall 2024,4.71,4.57,5.43,4.71,5.86,5.71,4.50,7
MBT,5380,Tax Aspects Int'l Business I,Spr 2021,5.67,5.67,6.00,5.83,6.00,5.67,5.83,6
MBT,5380,Tax Aspects Int'l Business I,Spr 2022,5.60,5.20,5.40,5.40,5.40,5.20,5.60,5
MBT,5380,Tax Aspects Int'l Business I,Spr 2023,5.80,5.80,5.60,5.60,5.40,5.60,5.80,5
MBT,5380,Tax Aspects Int'l Business I,Spr 2025,5.50,5.25,6.00,6.00,5.25,6.00,6.00,4
MBT,5381,Tax Aspects Int'l Business II,Spr 2022,6.00,6.00,6.00,6.00,6.00,5.50,6.00,2
MBT,5381,Tax Aspects Int'l Business II,Spr 2023,6.00,5.50,5.50,5.50,5.50,5.50,5.50,2
MBT,5382,Transfer Pricing,Spr 2021,5.55,5.27,5.55,5.45,5.55,5.73,5.64,11
MBT,5382,Transfer Pricing,Spr 2023,6.00,6.00,5.67,5.67,5.67,5.67,6.00,3
MBT,5382,Transfer Pricing,Spr 2025,5.70,5.50,5.50,5.50,5.50,5.70,5.70,10
MBT,5420,Current Topics in Taxation,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MBT,5420,Current Topics in Taxation,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MBT,6201,Tax Acct Methods I,Spr 2024,5.33,5.22,5.56,5.44,5.67,5.56,5.78,9
MBT,6202,Tax Acct Methods II,Spr 2024,5.75,5.38,5.88,6.00,6.00,5.75,5.75,8
MBT,6226,Negotiation techniques in tax,Spr 2024,6.00,5.50,5.50,6.00,5.50,5.50,6.00,2
MBT,6347,Tax Tech & Analytics Fndmntls,Spr 2024,5.80,5.20,5.40,5.20,5.20,4.80,5.40,5
MBT,6361,"State, Local Tax",Spr 2024,5.67,5.33,5.67,5.33,5.44,5.56,5.67,9
MBT,6381,Tax Aspects Int'l Business I,Spr 2024,5.50,5.25,5.75,5.75,5.75,6.00,5.75,4
MBT,6382,Tax Aspects Int'l Business II,Spr 2024,5.50,6.00,6.00,6.00,6.00,6.00,6.00,2
MBT,6501,"Bus, Gov, Econ Tax Policy",Fall 2022,5.67,5.71,5.63,5.38,5.75,5.25,5.50,9
MBT,6501,"Bus, Gov, Econ Tax Policy",Fall 2023,5.60,5.20,5.00,5.00,5.00,5.00,5.40,5
MBT,6501,"Bus, Gov, Econ Tax Policy",Fall 2024,6.00,5.67,5.67,5.67,5.67,5.33,6.00,3
MCDG,8900,Stu. Res. Seminar,Fall 2020,3.50,3.75,4.00,3.00,5.00,4.67,4.67,4
MCDG,8900,Stu. Res. Seminar,Spr 2021,5.00,5.33,5.33,5.00,5.67,4.00,5.33,3
MCDG,8900,Stu. Res. Seminar,Fall 2021,5.50,5.50,5.50,6.00,5.50,5.50,5.50,2
MCDG,8900,Stu. Res. Seminar,Spr 2022,4.50,4.50,4.50,3.50,4.50,4.50,4.50,2
MCDG,8900,Stu. Res. Seminar,Fall 2022,5.20,5.20,5.67,5.00,5.50,5.67,5.50,6
MCDG,8900,Stu. Res. Seminar,Spr 2023,6.00,6.00,6.00,6.00,6.00,4.50,5.67,4
MCDG,8900,Stu. Res. Seminar,Fall 2023,5.25,5.25,5.25,5.25,5.50,5.00,6.00,4
MCDG,8900,Stu. Res. Seminar,Spr 2024,5.50,5.50,5.50,5.50,5.50,5.50,5.50,2
MCDG,8900,Stu. Res. Seminar,Fall 2024,5.50,5.00,6.00,5.00,6.00,6.00,5.00,2
MCDG,8900,Stu. Res. Seminar,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MCDG,8920,MCDG Special Topics,Fall 2020,5.14,5.00,5.00,4.71,5.29,4.57,5.29,7
MCDG,8920,MCDG Special Topics,Fall 2021,5.25,5.25,5.25,5.50,5.25,5.33,5.50,4
MCDG,8920,MCDG Special Topics,Fall 2022,5.00,4.80,5.09,5.18,5.40,5.40,5.33,12
MCDG,8920,MCDG Special Topics,Fall 2023,5.25,5.50,5.50,5.50,5.75,6.00,6.00,5
MCDG,8920,MCDG Special Topics,Fall 2024,5.75,5.75,5.75,5.50,5.75,5.50,5.75,6
MCOM,5400,"Mgrl Comm , HR Prof",Fall 2020,5.28,5.22,5.33,5.39,5.56,5.50,5.39,18
MCOM,5400,"Mgrl Comm , HR Prof",Fall 2021,5.19,5.06,5.47,5.47,5.35,5.29,5.41,17
MCOM,5400,"Mgrl Comm , HR Prof",Fall 2022,4.60,4.70,5.30,4.70,5.30,5.00,4.80,10
MCOM,5510,Persuasive Writing in Business,Spr 2021,5.50,5.50,5.43,5.57,4.86,5.29,5.57,14
MCOM,5510,Persuasive Writing in Business,Fall 2021,5.33,5.25,5.25,5.50,5.00,5.00,5.25,4
MCOM,5510,Persuasive Writing in Business,Fall 2022,5.50,5.50,5.75,6.00,5.75,5.00,5.75,4
MCOM,5510,Persuasive Writing in Business,Fall 2023,5.33,5.50,5.83,5.50,5.83,6.00,5.50,6
MCOM,5535,"Strat, Skills for Mgrl Present",Spr 2024,5.44,5.11,5.22,5.33,5.56,5.56,5.44,9
MCOM,5535,"Strat, Skills for Mgrl Present",Spr 2025,5.81,5.53,5.80,5.60,5.00,5.60,5.67,16
MDI,5001,Tech Writing Essentials,Spr 2021,4.17,4.00,3.67,4.00,4.83,4.00,4.33,6
MDI,5001,Tech Writing Essentials,Spr 2022,5.50,5.50,5.25,5.50,5.75,5.50,5.50,4
MDI,5002,Tech Foresight and Forecasting,Sum 2021,4.54,4.15,4.46,4.31,4.31,3.23,4.15,13
MDI,5002,Tech Foresight and Forecasting,Sum 2022,6.00,5.75,5.75,6.00,6.00,5.75,5.75,4
MDI,5004,Clin Fndns of Med Device Innov,Fall 2020,4.40,4.60,4.60,4.80,5.00,4.40,4.80,5
MDI,5004,Clin Fndns of Med Device Innov,Fall 2021,3.90,4.00,3.56,3.60,4.22,2.70,3.10,10
MDI,5004,Clin Fndns of Med Device Innov,Fall 2022,5.00,5.00,5.25,5.00,5.25,5.50,4.50,4
MDI,5004,Clin Fndns of Med Device Innov,Fall 2023,5.40,5.60,5.80,5.80,5.60,5.20,5.80,5
MDI,5004,Clin Fndns of Med Device Innov,Fall 2024,5.25,5.50,5.25,5.50,5.25,4.50,5.50,8
MDI,5006,"Finance, Valuation and Entr.",Spr 2021,5.86,5.43,5.29,5.14,5.14,5.29,5.29,7
MDI,5006,"Finance, Valuation and Entr.",Sum 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MDI,5006,"Finance, Valuation and Entr.",Spr 2024,5.20,5.20,5.00,5.20,4.80,5.40,5.20,5
MDI,5008,"Qlty, Regulatory and Op. Mgmt",Sum 2021,5.00,4.50,5.00,5.00,4.83,3.83,4.67,6
MDI,5008,"Qlty, Regulatory and Op. Mgmt",Spr 2022,5.43,5.14,5.71,5.57,5.57,5.00,5.57,7
